domain,id,question,answer,notes,source
Infrastructure & Virtualization Security,IVS-04.4,"Is system performance monitored and tuned in order to continuously meet regulatory, contractual, and business requirements for all the systems used to provide services to the tenants?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-05.1,"Do security vulnerability assessment tools or services accommodate the virtualization technologies being used (e.g., virtualization aware)?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-06.1,"For your IaaS offering, do you provide customers with guidance on how to create a layered security architecture equivalence using your virtualized solution?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-06.2,Do you regularly update network architecture diagrams that include data flows between security domains/zones?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-06.3,"Do you regularly review for appropriateness the allowed access/connectivity (e.g., firewall rules) between security domains/zones within the network?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-06.4,Are all firewall access control lists documented with business justification?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-07.1,"Are operating systems hardened to provide only the necessary ports, protocols, and services to meet business needs using technical controls (e.g., antivirus, file integrity monitoring, and logging) as part of their baseline build standard or template?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-08.1,"For your SaaS or PaaS offering, do you provide tenants with separate environments for production and test processes?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-08.2,"For your IaaS offering, do you provide tenants with guidance on how to create suitable production and test environments?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-08.3,Do you logically and physically segregate production and non-production environments?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-09.1,Are system and network environments protected by a firewall or virtual firewall to ensure business and customer security requirements?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-09.2,"Are system and network environments protected by a firewall or virtual firewall to ensure compliance with legislative, regulatory, and contractual requirements?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-09.3,Are system and network environments protected by a firewall or virtual firewall to ensure separation of production and non-production environments?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-09.4,Are system and network environments protected by a firewall or virtual firewall to ensure protection and isolation of sensitive data?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-10.1,"Are secured and encrypted communication channels used when migrating physical servers, applications, or data to virtual servers?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-10.2,"Do you use a network segregated from production-level networks when migrating physical servers, applications, or data to virtual servers?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-11.1,"Do you restrict personnel access to all hypervisor management functions or administrative consoles for systems hosting virtualized systems based on the principle of least privilege and supported through technical controls (e.g., two-factor authentication, audit trails, IP address filtering, firewalls and TLS-encapsulated communications to the administrative consoles)?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-12.1,Are policies and procedures established and mechanisms configured and implemented to protect the wireless network environment perimeter and to restrict unauthorized wireless traffic?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-12.2,"Are policies and procedures established and mechanisms implemented to ensure wireless security settings are enabled with strong encryption for authentication and transmission, replacing vendor default settings (e.g., encryption keys, passwords, SNMP community strings)?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-12.3,Are policies and procedures established and mechanisms implemented to protect wireless network environments and detect the presence of unauthorized (rogue) network devices for a timely disconnect from the network?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-13.1,Do your network architecture diagrams clearly identify high-risk environments and data flows that may have legal compliance impacts?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Infrastructure & Virtualization Security,IVS-13.2,"Do you implement technical measures and apply defense-in-depth techniques (e.g., deep packet analysis, traffic throttling and black-holing) for detection and timely response to network-based attacks associated with anomalous ingress or egress traffic patterns (e.g., MAC spoofing and ARP poisoning attacks) and/or distributed denial-of-service (DDoS) attacks?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Interoperability & Portability,IPY-01.1,Do you publish a list of all APIs available in the service and indicate which are standard and which are customized?,Yes,The local HTTP API is published as an OpenAPI document.,https://github.com/AxsionDev/Lunos/blob/dev/packages/sdk/openapi.json
Interoperability & Portability,IPY-02.1,"Is unstructured customer data available on request in an industry-standard format (e.g., .doc, .xls, or .pdf)?",Yes,All data is local files on the customer's machine; a session can be exported as JSON with the `export` command.,https://github.com/AxsionDev/Lunos/blob/dev/packages/web/src/content/docs/cli.mdx#export
Interoperability & Portability,IPY-03.1,Do you provide policies and procedures (i.e. service level agreements) governing the use of APIs for interoperability between your service and third-party applications?,N/A,There is no service agreement: Lunos is MIT-licensed software the customer runs.,
Interoperability & Portability,IPY-03.2,Do you provide policies and procedures (i.e. service level agreements) governing the migration of application data to and from your service?,N/A,Same as IPY-03.1.,
Interoperability & Portability,IPY-04.1,"Can data import, data export, and service management be conducted over secure (e.g., non-clear text and authenticated), industry accepted standardized network protocols?",N/A,Data is not imported to or exported from a Lunos-operated service.,
Interoperability & Portability,IPY-04.2,Do you provide consumers (tenants) with documentation detailing the relevant interoperability and portability network protocol standards that are involved?,N/A,Same as IPY-04.1.,
Interoperability & Portability,IPY-05.1,"Do you use an industry-recognized virtualization platform and standard virtualization formats (e.g., OVF) to help ensure interoperability?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Interoperability & Portability,IPY-05.2,"Do you have documented custom changes made to any hypervisor in use, and all solution-specific virtualization hooks available for customer review?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Mobile Security,MOS-01.1,Do you provide anti-malware training specific to mobile devices as part of your information security awareness training?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-02.1,Do you document and make available lists of approved application stores for mobile devices accessing or storing company data and/or company systems?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-03.1,"Do you have a policy enforcement capability (e.g., XACML) to ensure that only approved applications and those from approved application stores can be loaded onto a mobile device?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-04.1,Does your BYOD policy and training clearly state which applications and applications stores are approved for use on BYOD devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-05.1,Do you have a documented mobile device policy in your employee training that clearly defines mobile devices and the accepted usage and requirements for mobile devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-06.1,Do you have a documented list of pre-approved cloud based services that are allowed to be used for use and storage of company business data via a mobile device?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-07.1,"Do you have a documented application validation process for testing device, operating system, and application compatibility issues?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-08.1,Do you have a BYOD policy that defines the device(s) and eligibility requirements allowed for BYOD usage?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-09.1,"Do you maintain an inventory of all mobile devices storing and accessing company data which includes device status (e.g., operating system and patch levels, lost or decommissioned, device assignee)?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-10.1,"Do you have a centralized mobile device management solution deployed to all mobile devices that are permitted to store, transmit, or process company data?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-11.1,Does your mobile device policy require the use of encryption for either the entire device or for data identified as sensitive enforceable through technology controls for all mobile devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-12.1,"Does your mobile device policy prohibit the circumvention of built-in security controls on mobile devices (e.g., jailbreaking or rooting)?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-12.2,Do you have detective and preventative controls on the device or via a centralized device management system which prohibit the circumvention of built-in security controls?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-13.1,"Does your BYOD policy clearly define the expectation of privacy, requirements for litigation, e-discovery, and legal holds?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-13.2,Do you have detective and preventative controls on the device or via a centralized device management system which prohibit the circumvention of built-in security controls?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-14.1,Do you require and enforce via technical controls an automatic lockout screen for BYOD and company owned devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-15.1,"Do you manage all changes to mobile device operating systems, patch levels, and applications via your company's change management processes?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-16.1,Do you have password policies for enterprise issued mobile devices and/or BYOD mobile devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-16.2,Are your password policies enforced through technical controls (i.e. MDM)?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-16.3,Do your password policies prohibit the changing of authentication requirements (i.e. password/PIN length) via a mobile device?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-17.1,Do you have a policy that requires BYOD users to perform backups of specified corporate data?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-17.2,Do you have a policy that requires BYOD users to prohibit the usage of unapproved application stores?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-17.3,Do you have a policy that requires BYOD users to use anti-malware software (where supported)?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-18.1,Does your IT provide remote wipe or corporate data wipe for all company-accepted BYOD devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-18.2,Does your IT provide remote wipe or corporate data wipe for all company-assigned mobile devices?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-19.1,Do your mobile devices have the latest available security-related patches installed upon general release by the device manufacturer or carrier?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-19.2,Do your mobile devices allow for remote validation to download the latest security patches by company IT personnel?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-20.1,Does your BYOD policy clarify the systems and servers allowed for use or access on the BYOD-enabled device?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
Mobile Security,MOS-20.2,Does your BYOD policy specify the user roles that are allowed access via a BYOD-enabled device?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-01.1,Do you maintain liaisons and points of contact with local authorities in accordance with contracts and appropriate regulations?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-02.1,Do you have a documented security incident response plan?,Partial,"A vulnerability-handling process (intake, assessment, remediation, release, disclosure) is documented. There is no incident-response plan for a service, because none is operated.",https://github.com/AxsionDev/Lunos/blob/dev/SECURITY.md#vulnerability-handling-process
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-02.2,Do you integrate customized tenant requirements into your security incident response plans?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-02.3,Do you publish a roles and responsibilities document specifying what you vs. your tenants are responsible for during security incidents?,Yes,Responsibilities are documented: the customer operates Lunos; ITService EOOD handles vulnerabilities in the software.,https://github.com/AxsionDev/Lunos/blob/dev/SECURITY.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-02.4,Have you tested your security incident response plans in the last year?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-03.1,"Does your security information and event management (SIEM) system merge data sources (e.g., app logs, firewall logs, IDS logs, physical access logs, etc.) for granular analysis and alerting?",N/A,No provider-side SIEM exists. The product can forward its audit log to the customer's SIEM (syslog or OTLP) (from v1.18.40).,https://github.com/AxsionDev/Lunos/blob/dev/docs/audit-log.md#forwarding-to-a-siem
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-03.2,Does your logging and monitoring framework allow isolation of an incident to specific tenants?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-04.1,Does your incident response plan comply with industry standards for legally admissible chain-of-custody management processes and controls?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-04.2,Does your incident response capability include the use of legally admissible forensic data collection and analysis techniques?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-04.3,Are you capable of supporting litigation holds (freeze of data from a specific point in time) for a specific tenant without freezing other tenant data?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-04.4,Do you enforce and attest to tenant data separation when producing data in response to legal subpoenas?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-05.1,"Do you monitor and quantify the types, volumes, and impacts on all information security incidents?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Security Incident Management, E-Discovery, & Cloud Forensics",SEF-05.2,Will you share statistical information for security incident data with your tenants upon request?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Supply Chain Management, Transparency, and Accountability",STA-01.1,"Do you inspect and account for data quality errors and associated risks, and work with your cloud supply-chain partners to correct them?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Supply Chain Management, Transparency, and Accountability",STA-01.2,"Do you design and implement controls to mitigate and contain data security risks through proper separation of duties, role-based access, and least-privileged access for all personnel within your supply chain?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-02.1,"Do you make security incident information available to all affected customers and providers periodically through electronic methods (e.g., portals)?",Yes,Security fixes are disclosed through public GitHub Security Advisories once a fixed release is available.,https://github.com/AxsionDev/Lunos/blob/dev/SECURITY.md
"Supply Chain Management, Transparency, and Accountability",STA-03.1,Do you collect capacity and use data for all relevant components of your cloud service offering?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Supply Chain Management, Transparency, and Accountability",STA-03.2,Do you provide tenants with capacity planning and use reports?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
"Supply Chain Management, Transparency, and Accountability",STA-04.1,"Do you perform annual internal assessments of conformance and effectiveness of your policies, procedures, and supporting measures and metrics?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-05.1,"Do you select and monitor outsourced providers in compliance with laws in the country where the data is processed, stored, and transmitted?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-05.2,Do you select and monitor outsourced providers in compliance with laws in the country where the data originates?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-05.3,Does legal counsel review all third-party agreements?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-05.4,Do third-party agreements include provision for the security and protection of information and assets?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-05.5,Do you provide the client with a list and copies of all subprocessing agreements and keep this updated?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-06.1,Do you review the risk management and governanced processes of partners to account for risks inherited from other members of that partner's supply chain?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-07.1,"Are policies and procedures established, and supporting business processes and technical measures implemented, for maintaining complete, accurate, and relevant agreements (e.g., SLAs) between providers and customers (tenants)?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-07.2,Do you have the ability to measure and address non-conformance of provisions and/or terms across the entire supply chain (upstream/downstream)?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-07.3,Can you manage service-level conflicts or inconsistencies resulting from disparate supplier relationships?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-07.4,"Do you review all agreements, policies, and processes at least annually?",Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-08.1,Do you assure reasonable information security across your information supply chain by performing an annual review?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-08.2,Does your annual review include all partners/third-party providers upon which your information supply chain depends?,Axsion to answer,An organisational policy of ITService EOOD. Not documented in the Lunos repository; to be answered by Axsion.,
"Supply Chain Management, Transparency, and Accountability",STA-09.1,Do you permit tenants to perform independent vulnerability assessments?,Yes,The full source is public (MIT). Customers may assess it independently. Report findings privately through GitHub Security Advisories.,https://github.com/AxsionDev/Lunos/blob/dev/SECURITY.md
"Supply Chain Management, Transparency, and Accountability",STA-09.2,Do you have external third party services conduct vulnerability scans and periodic penetration tests on your applications and networks?,No,No third-party vulnerability scans or penetration tests have been carried out.,
Threat and Vulnerability Management,TVM-01.1,Do you have anti-malware programs that support or connect to your cloud service offerings installed on all of your systems?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Threat and Vulnerability Management,TVM-01.2,"Do you ensure that security threat detection systems using signatures, lists, or behavioral patterns are updated across all infrastructure components within industry accepted time frames?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Threat and Vulnerability Management,TVM-02.1,Do you conduct network-layer vulnerability scans regularly as prescribed by industry best practices?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Threat and Vulnerability Management,TVM-02.2,Do you conduct application-layer vulnerability scans regularly as prescribed by industry best practices?,No,No application-layer vulnerability scanning of Lunos is performed.,
Threat and Vulnerability Management,TVM-02.3,Do you conduct local operating system-layer vulnerability scans regularly as prescribed by industry best practices?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Threat and Vulnerability Management,TVM-02.4,Will you make the results of vulnerability scans available to tenants at their request?,N/A,No scans are performed (see TVM-02.2).,
Threat and Vulnerability Management,TVM-02.5,"Do you have a capability to rapidly patch vulnerabilities across all of your computing devices, applications, and systems?",Partial,Fixes ship in new releases; Lunos announces new releases and can upgrade itself when the customer allows it. Support periods are not yet defined.,https://github.com/AxsionDev/Lunos/blob/dev/docs/trust/cra-readiness.md
Threat and Vulnerability Management,TVM-02.6,Will you provide your risk-based systems patching time frames to your tenants upon request?,No,Support periods and patching time frames are not yet defined.,https://github.com/AxsionDev/Lunos/blob/dev/docs/trust/cra-readiness.md
Threat and Vulnerability Management,TVM-03.1,"Is mobile code authorized before its installation and use, and the code configuration checked, to ensure that the authorized mobile code operates according to a clearly defined security policy?",N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
Threat and Vulnerability Management,TVM-03.2,Is all unauthorized mobile code prevented from executing?,N/A,"Lunos is self-hosted software. ITService EOOD operates no service that stores or processes customer data, so there is no provider-side infrastructure, tenant data or tenancy to which this applies.",https://github.com/AxsionDev/Lunos/blob/dev/docs/deployment/self-hosted.md
